EQN_NO,LIFEFORM,SPP_CODE,SCI_NAME,COMM_NAME,BIO_COMP,GEO_AREA,SER_STAG,DPV_O,DPV_OMIN,DPV_OMAX,DPV_OUNIT,IP1_TEXT,IP1_MIN,IP1_MAX,IP1_UNIT,IP2_TEXT,IP2_MIN,IP2_MAX,IP2_UNIT,IP3_TEXT,IP3_MIN,IP3_MAX,IP3_UNIT,ORG_EQFM,SMP_SIZE,R_SQUARE,MS_ERROR,SEE
717,T,"POTR","Populus tremuloides","Quaking Aspen",BCL,R,Y,"Live crown biomass",140.000,110000.000,g,"Diameter at breast height (at 1.37 m)",2.000,31.500,cm,"Total height","124.9",2774.000,cm,"",,,,"ln(BCL) = -1.77476 + 0.848092*ln(DBH^2*HT)",279,0.823,,
718,T,"POTR","Populus tremuloides","Quaking Aspen",BAT,R,Y,"Biomass, abvground, total",570.000,560000.000,g,"Diameter at breast height (at 1.37 m)",2.000,31.500,cm,"Total height","124.9",2774.000,cm,"",,,,"ln(BAT) = -0.80319 + 0.936736*ln(DBH^2*HT)",279,0.987,,
719,T,"POTR","Populus tremuloides","Quaking Aspen",BSB,R,Y,"Stem bark biomass (to 2 cm top)",,,g,"Diameter at breast height (at 1.37 m)",2.000,31.500,cm,"Total height","124.9",2774.000,cm,"",,,,"BSB = Exp[-1.16921 + 0.955453*ln(DBH^2*HT)] -Exp[-1.70703 +0.979867*ln(DBH^2*HT)]",279,,,
720,S,"SYAL","Symphoricarpos albus","Snowberry",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter ( 2cm above the root collar)",0.200,1.200,cm,"","",,,"",,,,"ln(BFT) = 1.848 + 1.721 * ln(DBA)",31,0.680,0.315000,0.561000
721,S,"ROSA","Rosa spp.","Rose",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.200,1.200,cm,"","",,,"",,,,"ln(BFT) = 2.023 + 2.112 * ln(DBA)",32,0.880,0.154000,0.392000
722,S,"VASC","Vaccinium scoparium","Grouse Whortleberry",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.300,0.700,cm,"","",,,"",,,,"ln(BFT) = O.513 + 1.567 * ln(DBA)",31,0.260,0.417000,0.646000
723,S,"VAGL","Vaccinium globulare Rydb.","Blue Hucklberry",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.300,1.700,cm,"","",,,"",,,,"ln(BFT) = 1.480 + 2.537 * ln(DBA)",44,0.840,0.325000,0.570000
724,S,"RIBES","Ribes spp.","Gooseberry",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.400,1.400,cm,"","",,,"",,,,"ln(BFT) = 2.164 + 2.538 * ln(DBA)",37,0.630,0.348000,0.590000
725,S,"SPBE","Spirea betulifolia","White Spirea",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.200,0.800,cm,"","",,,"",,,,"ln(BFT) = 2.410 + 2.281 * ln(DBA)",31,0.800,0.187000,0.432000
726,S,"BERE","Berberis repens","Oregon Grape",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter ( 2cm above the root collar)",0.300,0.900,cm,"","",,,"",,,,"ln(BFT) = 2.101 + 1.586 * ln(DBA)",36,0.480,0.183000,0.428000
727,S,"RUPA","Rubus parviflorus","Thimbleberry",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.300,1.400,cm,"","",,,"",,,,"ln(BFT) = 2.497 + 2.024 * ln(DBA)",27,0.720,0.122000,0.349000
728,S,"RUID","Rubus idaeus","Red Raspberry",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.300,0.900,cm,"","",,,"",,,,"ln(BFT) = 2.912 + 2.932 * ln(DBA)",26,0.850,0.172000,0.415000
729,S,"PHMA","Physocarpus malvaceus","Ninebark",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.400,3.800,cm,"","",,,"",,,,"ln(BFT) = 2.275 + 2.036 * ln(DBA)",38,0.890,0.162000,0.402000
730,S,"MEFE","Menziensia ferruginea","Smooth Menziensia",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.400,2.100,cm,"","",,,"",,,,"ln(BFT) = 0.661 + 2.263 * ln(DBA)",37,0.830,0.307000,0.554000
731,S,"LOUT","Lonicera utahensis","Utah Honeysuckle",BFT,R,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.300,1.700,cm,"","",,,"",,,,"ln(BFT) = 2.002 + 2.158 * ln(DBA)",32,0.670,0.616000,0.785000
732,S,"PUTR","Purshia tridentata","Antelope Bitterbrush",BAT,E,Y,"Total biomass",0.600,3827.000,g,"Stem basal diameter (at ground level)",0.300,6.900,cm,"","",,,"",,,,"ln(BAT) = 3.6920 + 2.5596 * ln(DBA)",150,0.960,0.073000,
733,S,"PUTR","Purshia tridentata","Antelope Bitterbrush",BFT,E,Y,"Foliage biomass",0.400,28.000,g,"Stem basal diameter (at ground level)",0.300,6.900,cm,"","",,,"",,,,"ln(BFT) = 0.1834 + 1.3999 * ln(DBA)",150,0.610,0.634000,
734,S,"PUTR","Purshia tridentata","Antelope Bitterbrush",BST,E,Y,"Stem biomass",0.200,2483.000,g,"Stem basal diameter (at ground level)",0.300,6.900,cm,"","",,,"",,,,"ln(BST) = 3.2702 + 2.5485 * ln(DBA)",150,0.940,0.132000,
735,S,"ARPA","Arctostaphylos patula","Grnlf Manzanita",BAL,E,Y,"Aboveground live biomass",0.600,7065.000,g,"Stem basal diameter (at ground)",0.400,11.500,cm,"","",,,"",,,,"ln(BAL) =  3.2918 + 2.6369*ln(DBA)",150,0.950,0.271000,
736,S,"ARPA","Arctostaphylos patula","Grnlf Manzanita",BAT,E,Y,"Total aboveground biomass",0.600,7495.000,g,"Stem basal diameter (at ground)",0.400,11.500,cm,"","",,,"",,,,"ln(BAT) =  3.5247 + 2.2043*ln(DBA)",150,0.960,0.265000,
737,S,"ARPA","Arctostaphylos patula","Grnlf Manzanita",BFT,E,Y,"Foliage biomass",0.300,930.000,g,"Stem basal diameter (at ground)",0.400,11.500,cm,"","",,,"",,,,"ln(BFT) = 0.9828 + 2.2858*ln(DBA)",150,0.790,1.351000,
738,S,"ARPA","Arctostaphylos patula","Grnlf Manzanita",BST,E,Y,"Stem biomass",0.200,5682.000,g,"Stem basal diameter (at ground)",0.400,11.500,cm,"","",,,"",,,,"ln(BST) = 2.8268 + 2.7967*ln(DBA)",150,0.950,0.333000,
739,S,"CEVE","Ceanothus velutinus","Snowbrush Ceanothus",BAL,E,Y,"Aboveground live biomass",1.000,4045.000,g,"Stem basal diameter (below all branches)",0.300,11.700,cm,"","",,,"",,,,"ln(BAL) = 3.3206 + 2.1575*ln(DBA)",150,0.960,0.157000,
740,S,"CEVE","Ceanothus velutinus","Snowbrush Ceanothus",BAT,E,Y,"Total aboveground biomass",1.000,5677.000,g,"Stem basal diameter (below all branches)",0.300,11.700,cm,"","",,,"",,,,"ln(BAT) =  3.5247 + 2.2043*ln(DBA)",150,0.960,0.184000,
741,S,"CEVE","Ceanothus velutinus","Snowbrush Ceanothus",BFT,E,Y,"Foliage biomass",0.700,392.000,g,"Stem basal diameter (below all branches)",0.300,11.700,cm,"","",,,"",,,,"ln(BFT) =  1.7820 + 1.6669*ln(DBA)",150,0.900,0.256000,
742,S,"CEVE","Ceanothus velutinus","Snowbrush Ceanothus",BST,E,Y,"Total stem biomass",0.200,3797.000,g,"Stem basal diameter (below all branches)",0.300,11.700,cm,"","",,,"",,,,"ln(BST) =  2.8402 + 2.3736*ln(DBA)",150,0.950,0.272000,
743,S,"VASC","Vaccinium scoparium","Grouse Whortleberry",BAT,R,Y,"Total aboveground biomass (tons/acre)",,,tons,"Percent ground cover",,,%,"Height","",,in,"",,,,"BAT = -0.06077 + 0.00180 * COV * HT",50,0.610,0.064000,0.253000
744,S,"ARUV","Arctostaphylos uva-ursi","Kinnikinnick",BAT,R,Y,"Total aboveground biomass (tons/acre)",,,tons,"Percent ground cover",,,%,"","",,,"",,,,"BAT = 0.00219 * COV + 0.00014 * COV^2",100,0.820,0.007000,0.085000
745,S,"RUPA","Rubus parviflorus","Thimbleberry",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.300,1.400,cm,"","",,,"",,,,"ln(BAT) = 3.469 + 2.538 * ln(DBA)",27,0.880,0.069000,0.263000
746,S,"RUID","Rubus idaeus","Red Raspberry",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.300,0.900,cm,"","",,,"",,,,"ln(BAT) = 3.784 + 2.860 * ln(DBA)",26,0.890,0.113000,0.336000
747,S,"PHMA","Physocarpus malvaceus","Ninebark",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.400,3.800,cm,"","",,,"",,,,"ln(BAT) = 3.370 + 2.576 * ln(DBA)",38,0.940,0.140000,0.374000
748,S,"MEFE","Menziensia ferruginea","Smooth Menz.",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.400,2.100,cm,"","",,,"",,,,"ln(BAT) = 3.073 + 3.150 * ln(DBA)",37,0.980,0.057000,0.239000
749,S,"LOUT","Lonicera utahensis","Utah Honeysuckle",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.300,1.700,cm,"","",,,"",,,,"ln(BAT) = 3.768 + 2.957 * ln(DBA)",32,0.960,0.086000,0.293000
750,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BAT,C,Y,"Biomass aboveground total (without dead branches)",19.350,215.900,kg,"Diameter at breast height.",8.900,26.100,cm,"","",,,"",,,,"ln(BAT) = -2.1253 + 2.2985 * ln(DBH)",240,0.930,0.011000,0.105000
751,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BST,C,Y,"Biomass stem total",14.220,158.100,kg,"Diameter at breast height",8.900,26.100,cm,"","",,,"",,,,"ln(BST) = -2.3290 + 2.2621 * ln(DBH)",240,0.930,0.010500,0.103000
752,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BCL,C,Y,"Biomass, crown, live (without dead branches)",5.140,57.850,kg,"Diameter at breast height.",8.900,26.100,cm,"","",,,"",,,,"ln(BCL) = -3.7604 + 2.4059 * ln(DBH)",240,0.780,0.042100,0.205200
753,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BSW,C,Y,"Biomass stem wood",12.450,139.500,kg,"Diameter at breast height",8.900,26.100,cm,"","",,,"",,,,"ln(BSW) = -2.4075 + 2.2691 * ln(DBH)",240,0.920,0.011400,0.106000
754,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BSB,C,Y,"Biomass stem bark",1.760,18.560,kg,"Diameter at breast height.",8.900,26.100,cm,"","",,,"",,,,"ln(BSB) = -4.3209 + 2.2124 * ln(DBH)",240,0.870,0.020100,0.142000
755,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BBL,C,Y,"Biomass branches live",2.740,32.670,kg,"Diameter at breast height.",8.900,26.100,cm,"","",,,"",,,,"ln(BBL) = -4.4215 + 2.4391 * ln(DBH)",240,0.740,0.053900,0.232000
756,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BFT,C,Y,"Biomass foliage total",2.400,27.730,kg,"Diameter at breast height.",8.900,26.100,cm,"","",,,"",,,,"ln(BFT) = -4.4698 + 2.3603 * ln(DBH)",240,0.760,0.047500,0.218000
757,T,"PSME","Pseudotsuga menziesii","Douglas Fir",PFT,C,Y,"Projected area, foliage, total",16.350,145.600,m^2,"Diameter at breast height.",8.900,26.100,cm,"","",,,"",,,,"ln(PFT) = -2.1578 + 2.1827 * ln(DBH)",240,0.730,0.045600,0.213500
758,T,"PSME","Pseudotsuga menziesii","Douglas Fir",PFT,C,Y,"Projected area, foliage, total",16.350,145.500,m^2,"Sapwood cross-sectional area at breast height",43.200,309.700,cm,"","",,,"",,,,"ln(PFT) = -1.3887 + 1.1160 * ln(SPA)",240,0.690,0.052300,0.229000
759,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BAT,C,Y,"Biomass aboveground total (without dead branches)",19.350,215.900,kg,"Diameter at breast height.",8.900,26.100,cm,"Height","9.9",18.400,m,"",,,,"ln(BAT) = -3.301 + 0.924 * ln(DBH^2 * HT)",240,0.950,0.081000,0.285000
760,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BST,C,Y,"Biomass stem total",14.220,158.100,kg,"Diameter at breast height",8.900,26.100,cm,"Height","9.9",18.400,m,"",,,,"ln(BST) = -3.536 + 0.915 * ln(DBH^2 * HT)",240,0.960,0.005900,0.007600
761,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BCL,C,Y,"Biomass, crown, live (without dead branches)",5.140,57.850,kg,"Diameter at breast height.",8.900,26.100,cm,"Height","9.9",18.400,m,"",,,,"ln(BCL) = -4.874 + 0.951 * ln(DBH^2 * HT)",240,0.770,0.044000,0.210000
762,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BSW,C,Y,"Biomass stem wood",12.450,139.500,kg,"Diameter at breast height",8.900,26.100,cm,"Height","9.9",18.400,m,"",,,,"ln(BSW) = -3.692 + 0.919 * ln(DBH^2 * HT)",240,0.930,0.006500,0.080600
763,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BSB,C,Y,"Biomass stem bark",1.760,18.560,kg,"Diameter at breast height.",8.900,26.100,cm,"Height","9.9",18.400,m,"",,,,"ln(BSB) = -5.457 + 0.889 * ln(DBH^2 * HT)",240,0.880,0.017400,0.131900
764,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BBL,C,Y,"Biomass branches live",2.740,32.670,kg,"Diameter at breast height.",8.900,26.100,cm,"Height","9.9",18.400,m,"",,,,"ln(BBL) = -5.52 + 0.96 * ln(DBH^2 * HT)",240,0.730,0.057200,0.239200
765,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BFT,C,Y,"Biomass foliage total",2.400,27.730,kg,"Diameter at breast height.",8.900,26.100,cm,"Height","9.9",18.400,m,"",,,,"ln(BFT) = -5.613 + 0.939 * ln(DBH^2 * HT)",240,0.760,0.047500,0.218000
766,T,"PSME","Pseudotsuga menziesii","Douglas Fir",PFT,C,Y,"Projected area, foliage, total",16.350,145.600,m^2,"Diameter at breast height.",8.900,26.100,cm,"Height","9.9",18.400,m,"",,,,"ln(PFT) = -3.184 + 0.865 * ln(DBH^2 * HT)",240,0.730,0.046700,0.216100
767,S,"HODI","Holodiscus discolor","Oceanspray",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.700,2.200,cm,"","",,,"",,,,"ln(BAT) = 3.769 + 3.033 * ln(DBA)",31,0.930,0.070000,0.265000
768,S,"CEVE","Ceanothus velutinus","Evergreen Ceanothus",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.600,2.500,cm,"","",,,"",,,,"ln(BAT) = 3.670 + 2.847 * ln(DBA)",30,0.920,0.085000,0.292000
769,S,"PHLE2","Philadelphus lewisii","Mockorange",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.500,2.900,cm,"","",,,"",,,,"ln(BAT) = 3.708 + 2.999 * ln(DBA)",28,0.900,0.137000,0.370000
770,S,"SHCA","Sherphedia canadensis","Buffaloberry",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.700,2.900,cm,"","",,,"",,,,"ln(BAT) = 3.497 + 2.407 * ln(DBA)",30,0.890,0.111000,0.333000
771,S,"ARTR","Artemisia tridentata","Big Sagebrush",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.800,6.900,cm,"","",,,"",,,,"ln(BAT) = 3.161 + 2.242 * ln(DBA)",22,0.920,0.172000,0.415000
772,S,"JUCO","Juniperus communis","Common Juniper",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.800,2.900,cm,"","",,,"",,,,"ln(BAT) = 4.081 + 2.202 * ln(DBA)",23,0.920,0.056000,0.237000
773,S,"AMAL","Amelanchier alnifolia","Serviceberry",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter ( 2cm above the root collar)",0.400,4.500,cm,"","",,,"",,,,"ln(BAT) = 3.607 + 2.887 * ln(DBA)",39,0.990,0.098000,0.313000
774,S,"ACGL","Acer glabrum","Mountain Maple",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.400,3.700,cm,"","",,,"",,,,"ln(BAT) = 3.634 + 2.752 * ln(DBA)",32,0.980,0.053000,0.230000
775,S,"SOSC","Sorbus scopulina","Mountain Ash",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",1.000,4.200,cm,"","",,,"",,,,"ln(BAT) = 3.273 + 2.881 * ln(DBA)",29,0.950,0.070000,0.265000
776,S,"PRVI","Prunus virginiana","Chokecherry",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.600,2.900,cm,"","",,,"",,,,"ln(BAT) = 3.399 + 2.920 * ln(DBA)",31,0.980,0.074000,0.272000
777,S,"ALSI","Alnus sinuata","Mountain Alder",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.700,6.300,cm,"","",,,"",,,,"ln(BAT) = 3.523 + 2.466 * ln(DBA)",30,0.950,0.110000,0.332000
778,S,"COST","Cornus stolonifera","Redosier Dogwood",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",0.600,3.400,cm,"","",,,"",,,,"ln(BAT) = 3.681 + 2.575 * ln(DBA)",31,0.930,0.071000,0.266000
779,S,"SALIX","Salix spp.","Willow",BAT,R,G,"Total aboveground biomass",,,g,"Stem basal diameter ( 2cm above the root collar)",0.700,3.700,cm,"","",,,"",,,,"ln(BAT) = 3.303 + 2.762 * ln(DBA)",31,0.970,0.043000,0.207000
780,S,"CEVEL","Ceanothus velutinus var.","Grswd",BAT,G,G,"Total aboveground biomass",,,g,"Stem basal diameter (8cm above the root collar)",3.000,85.000,mm,"","",,,"",,,,"ln(BAT) = -1.908 + 2.527 * ln(DBA)",75,0.990,0.053000,0.230200
781,S,"CEVEL","Ceanothus velutinus var.","Grswd",BFT,G,G,"Total foliage biomass",,,g,"Stem basal diameter (8cm above the root collar)",3.000,85.000,mm,"","",,,"",,,,"ln(BFT) = -1.370 + 1.770 * ln(DBA)",75,0.850,0.346000,0.588200
782,S,"CEVEL","Ceanothus velutinus var.","Grswd",BST,G,G,"Total stem biomass",,,g,"Stem basal diameter (8cm above the root collar)",3.000,85.000,mm,"","",,,"",,,,"ln(BST) = -2.886 + 2.756 * ln(DBA)",75,0.990,0.074000,0.272000
783,S,"CEVEL","Ceanothus velutinus var.","Grswd",BBD,G,G,"Dead stem biomass",,,g,"Stem basal diameter (8cm above the root collar)",3.000,85.000,mm,"","",,,"",,,,"BBD^1/2 = 1.022 + 0.006 * (DBA)^2",75,0.810,2.009200,4.037000
784,S,"CEIN","Ceanothus integerrimus","Deerbrush",BAT,G,G,"Total aboveground biomass",,,g,"Stem basal diameter (8cm above the root collar)",3.000,85.000,mm,"","",,,"",,,,"ln(BAT) = -2.183 + 2.532 * ln(DBA)",46,0.970,0.114000,0.337600
785,S,"ARVI","Arctostaphylos viscida","Whtlf Mazanita",BFT,G,G,"Total foliage biomass",,,g,"Stem basal diameter (2cm above the root collar)",2.000,140.000,mm,"","",,,"",,,,"ln(BFT) = -1.923 + 2.054 * ln(DBA)",60,0.970,0.153800,0.392200
786,S,"CEIN","Ceanothus integerrimus","Deerbrush",BST,G,G,"Total stem biomass",,,g,"Stem basal diameter (8cm above the root collar)",3.000,85.000,mm,"","",,,"",,,,"ln(BST) = -2.605 + 2.630 * ln(DBA)",46,0.970,0.117000,0.342100
787,S,"CEIN","Ceanothus integerrimus","Deerbrush",BBD,G,G,"Biomass, branches, dead",,,g,"Stem basal diameter (8cm above the root collar)",3.000,85.000,mm,"","",,,"",,,,"(BBD)^1/2 = -2.167 + 0.426 * (DBA)",46,0.710,19.010000,4.340000
788,S,"CEIN","Ceanothus integerrimus","Deerbrush",BFT,G,G,"Total foliage biomass",,,g,"Stem basal diameter (8cm above the root collar)",3.000,85.000,mm,"","",,,"",,,,"ln(BFT) = -2.371 + 1.813 * ln(DBA)",46,0.860,0.283000,0.532000
789,S,"ARVI","Arctostaphylos viscida","Whtlf Mazanita",BAT,G,G,"Total aboveground biomass",,,g,"Stem basal diameter (2cm above the root collar)",2.000,140.000,mm,"","",,,"",,,,"ln(BAT) = -1.407 + 2.201 * ln(DBA)",60,0.980,0.134500,0.366700
790,S,"ARVI","Arctostaphylos viscida","Whtlf Mazanita",BST,G,G,"Total stem biomass",,,g,"Stem basal diameter (2cm above the root collar)",2.000,140.000,mm,"","",,,"",,,,"ln(BST) = -2.237 + 2.308 * ln(DBA)",60,0.970,0.220800,0.469900
791,S,"RUPA","Rubus parviflorus","Thimbleberry",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.520,42.430,g,"Cover",5.000,75.000,%,"","",,,"",,,,"BAT = 0.5039 * COV",10,0.920,37.020000,6.084400
792,H,"PERA","Pedicularis racemosa","Sickletop Pedic.",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.250,10.550,g,"Cover",1.000,20.000,%,"","",,,"",,,,"BAT = 0.5023 * COV",10,0.960,1.550000,1.245000
793,H,"LIBO2","Linnaea borealis","Twinflower",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.200,2.570,g,"Cover",1.000,9.000,%,"","",,,"",,,,"BAT = 0.2568 * COV",10,0.870,0.300000,0.547700
794,H,"LAPO","Lathyrus polyphyllus","Pacific Peavine",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.170,2.950,g,"Cover",2.000,20.000,%,"","",,,"",,,,"BAT = 0.1571 * COV",9,0.940,0.160000,0.400000
795,S,"RUUR","Rubus ursinus","California Dewberry",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.070,3.090,g,"Cover",1.000,15.000,%,"","",,,"",,,,"BAT = -0.3035 + 0.2098 * COV",10,0.970,0.200000,0.447200
796,H,"SMST","Smilacina stellata","Starry Solomonplume",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.050,1.270,g,"Cover",1.000,15.000,%,"","",,,"",,,,"BAT = -0.1280 + 0.1273 * COV",10,0.960,0.080000,0.282800
797,H,"ADBI","Adenocaulon bicolor","American Adenocaulon",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.020,2.210,g,"Cover",1.000,25.000,%,"","",,,"",,,,"BAT = 0.0960 * COV",10,0.940,0.090000,0.300000
798,S,"CHUM","Chimaphila umbellata","Princes-pine",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",2.490,30.800,g,"Cover",3.000,40.000,%,"","",,,"",,,,"BAT = 0.8438 * COV",10,0.980,4.820000,2.195400
799,H,"CIVU","Circium vulgaris","Bull Thistle",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.120,2.320,g,"Cover",1.000,8.000,%,"","",,,"",,,,"BAT = 0.2893 * COV",10,0.930,0.130000,0.360000
800,H,"CLUN","Clintonia uniflora","Queencup Beadlily",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.050,1.290,g,"Cover",1.000,20.000,%,"","",,,"",,,,"BAT = 0.0603 * COV",10,0.980,0.000000,0.000000
801,H,"COCA","Cornus canadensis","Bunchberry Dogwood",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.150,1.910,g,"Cover",1.000,20.000,%,"","",,,"",,,,"BAT = 0.1058 * COV",10,0.960,0.040000,0.021200
802,H,"COLA","Coptis lacenata","Cutleaf Goldthread",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.090,1.160,g,"Cover",1.000,10.000,%,"","",,,"",,,,"BAT = 0.1153 * COV",9,0.990,0.000000,0.000000
803,H,"GOOB","Goodyera oblongifolia","Rtlsnke Plantain",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.180,2.870,g,"Cover",1.000,10.000,%,"","",,,"",,,,"BAT = 0.2553 * COV",10,0.950,0.060000,0.244900
804,S,"SYAL","Symphoricarpos albus","Common Snowberry",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.060,13.890,g,"Cover",1.000,25.000,%,"","",,,"",,,,"BAT = 0.4513 * COV",10,0.660,16.740000,4.090000
805,H,"TRLA2","Trientalis latifolia","",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.500,1.340,g,"Cover",1.000,15.000,%,"","",,,"",,,,"BAT = 0.1004 * COV",10,0.970,0.010000,0.100000
806,H,"TITR","Tiarella trifoliata","Foamflower",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.230,6.290,g,"Cover",2.000,50.000,%,"","",,,"",,,,"BAT = 0.5415 + 0.1168 * COV",10,0.940,0.540000,0.735000
807,S,"VACCI","Vaccinium spp.","Huckleberry Species",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.110,2.740,g,"Cover",1.000,6.000,%,"","",,,"",,,,"BAT = 0. + 0.4110 * COV",10,0.950,0.110000,0.331700
808,H,"VISE","Viola sempervirens","Redwoods Violet",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.070,1.620,g,"Cover",1.000,9.000,%,"","",,,"",,,,"BAT = 0.1466 * COV",10,0.960,0.030000,0.173000
809,H,"XETE","Xerophyllum tenax","Beargrass",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",6.040,191.400,g,"Cover",2.000,70.000,%,"","",,,"",,,,"BAT = 2.5052 * COV",10,0.980,139.150000,11.796000
810,G,"GRAMIN","Graminoid spp.","Grass Species",BAT,W,G,"Total aboveground biomass (on 0.25 m2)",0.280,5.200,g,"Cover",1.000,70.000,%,"","",,,"",,,,"BAT = 0.4801 * COV",10,0.940,0.560000,0.748000
811,K,"LIDE","Lithocarpus densiflorus","Tanoak",PFT,C,Y,"Projected foliage area",,,m2,"Basal area (10 cm aboveground)",,,cm2,"","",,,"",,,,"PFT = 0.032 + 0.246 * (Basal area)",78,0.940,0.028900,0.170000
