EQN_NO,LIFEFORM,SPP_CODE,SCI_NAME,COMM_NAME,BIO_COMP,GEO_AREA,SER_STAG,TAX_LIFE,PA1_CODE,PA1_TEXT,PA1_MIN,PA1_MAX,PA1_UNIT,PA2_CODE,PA2_TEXT,PA2_MIN,PA2_MAX,PA2_UNIT,PA3_CODE,PA3_TEXT,PA3_MIN,PA3_MAX,PA3_UNIT,DEP_VAR,DPV_MIN,DPV_MAX,DPV_UNIT,CF1,CF2,CF3,CF4,EQUATION
675,T,"QUGA","Quercus garryana","Oregon White Oak",VAE,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,90.000,cm,HT,"Tree height",60.000,270.000,cm,,"",,,,"Volume, aboveground, live and dead wood plus bark",,,cm^3,0.793195000,2.143210000,0.742200000,," ln(VAE) = 0.793195 + 2.14321 * ln(DBH) + 0.7422 * ln(HT)"
676,T,"QUGA","Quercus garryana","Oregon White Oak",VSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,90.000,cm,HT,"Tree height",60.000,270.000,cm,,"",,,,"Stem wood volume (30cm stump ht.to 10cm top)",,,cm^3,-0.848849000,2.255750000,0.871080000,," ln(VSW) = -0.848849 + 2.25575 * ln(DBH) + 0.87108 * ln(HT)"
677,T,"LIDE","Lithocarpus densiflorus","Tanbark Oak",VAE,C,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,100.000,cm,HT,"Tree height",60.000,330.000,cm,,"",,,,"Volume, aboveground, live and dead wood plus bark",,,cm^3,0.348404500,1.941650000,0.865620000,," ln(VAE) = 0.3484045 + 1.94165 * ln(DBH) + 0.86562 * ln(HT)"
678,T,"LIDE","Lithocarpus densiflorus","Tanbark Oak",VSW,C,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,100.000,cm,HT,"Tree height",60.000,330.000,cm,,"",,,,"Stem wood volume (30cm stump ht.to 10cm top)",,,cm^3,-3.150511000,2.195760000,1.140780000,," ln(VSW) = -3.150511 + 2.19576 * ln(DBH) + 1.14078 * ln(HT)"
679,T,"QULO","Quercus lobata","Valley Oak",VAE,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,100.000,cm,HT,"Tree height",60.000,300.000,cm,,"",,,,"Volume, aboveground, live and dead wood plus bark",,,cm^3,0.062815900,2.336310000,0.748720000,," ln(VAE) = 0.0628159 + 2.33631 * ln(DBH) + 0.74872 * ln(HT)"
680,T,"QULO","Quercus lobata","Valley Oak",VSW,G,G,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,100.000,cm,HT,"Tree height",60.000,300.000,cm,,"",,,,"Stem wood volume (30cm stump ht.to 10cm top)",,,cm^3,-2.300463000,2.395650000,0.988780000,," ln(VSW) = -2.300463 + 2.39565 * ln(DBH) + 0.98878 * ln(HT)"
681,S,"CEVE","Ceanothus velutinus","Snowbrush Ceanothus",BFT,E,Y,S,DBA,"Stem basal diameter (below all branches)",0.300,11.700,cm,LEN,"Canopy length",8.000,266.000,cm,,"",,,,"Foliage biomass",0.70,392.00,g,-0.332000000,1.239200000,0.551300000,,"ln(BFT) = -0.3320 + 1.2392*ln(DBA) + 0.5513*ln(LEN)"
682,T,"PICO","Pinus contorta","Lodgepole Pine",BST,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,60.000,cm,,"",,,,,"",,,,"Total stem biomass",,,g,-4300.000000000,239.547000000,,,"BST = -4300 + 239.547*DBH^2"
683,T,"PICO","Pinus contorta","Lodgepole Pine",BST,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",0.000,10.000,cm,,"",,,,,"",,,,"Total stem biomass",,,g,-1500.000000000,168.861000000,,,"BST = -1500 + 168.861*DBH^2"
684,T,"PICO","Pinus contorta","Lodgepole Pine",BBL,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,60.000,cm,,"",,,,,"",,,,"Live branch biomass",,,g,-500.000000000,30.630600000,,,"BBL = -500 + 30.6306*DBH^2"
685,T,"PICO","Pinus contorta","Lodgepole Pine",BBL,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",0.000,10.000,cm,,"",,,,,"",,,,"Live branch biomass",,,g,-500.000000000,23.562000000,,,"BBL = -500 + 23.562*DBH^2"
686,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",20.000,60.000,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,10300.000000000,12.566400000,,,"BFT = 10300 + 12.5664*DBH^2"
687,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,30.000,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,-1000.000000000,26.703600000,,,"BFT = -1000 + 26.7036*DBH^2"
688,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,30.000,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,-500.000000000,24.347400000,,,"BFT = -500 + 24.3474*DBH^2"
689,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",0.000,30.000,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,-140.000000000,19.635000000,,,"BFT = -140 + 19.635*DBH^2"
690,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,R,M,T,SPA,"Sapwood cross-sectional area",,,cm^2,,"",,,,,"",,,,"Total foliage biomass",,,g,6500.000000000,37.000000000,,,"BFT = 6500 + 37*SPA"
691,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,R,M,T,SPA,"Sapwood cross-sectional area",,,cm^2,,"",,,,,"",,,,"Total foliage biomass",,,g,4400.000000000,36.000000000,,,"BFT = 4400 + 36*SPA"
692,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,R,M,T,SPA,"Sapwood cross-sectional area",,,cm^2,,"",,,,,"",,,,"Total foliage biomass",,,g,-90.000000000,40.000000000,,,"BFT = -90 + 40*SPA"
693,T,"PICO","Pinus contorta","Lodgepole Pine",BFT,R,M,T,SPA,"Sapwood cross-sectional area",,,cm^2,,"",,,,,"",,,,"Total foliage biomass",,,g,-10.000000000,24.000000000,,,"BFT = -10 + 24*SPA"
694,S,"CEVE","Ceanothus velutinus","Snowbrush Ceanothus",BST,E,Y,S,DBA,"Stem basal diameter (below all branches)",0.300,11.700,cm,HT,"Height",21.000,188.000,cm,LEN,"Canopy length",8.000,266.000,cm,"Total stem biomass",0.20,3797.00,g,-2.414100000,1.622700000,0.563600000,0.742100000,"ln(BST) = -2.4141 + 1.6227*ln(DBA) + 0.5636*ln(HT) + 0.7421*ln(LEN)"
695,T,"PICO","Pinus contorta","Lodgepole Pine",BKL,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",10.000,60.000,cm,,"",,,,,"",,,,"Biomass, coarse roots, live",,,g,-1410.000000000,54.192600000,,,"BKL = -1410 + 54.1926*DBH^2"
696,T,"PICO","Pinus contorta","Lodgepole Pine",BKL,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",0.000,10.000,cm,,"",,,,,"",,,,"Biomass, coarse roots, live",,,g,170.000000000,58.905000000,,,"BKL = 170 + 58.905*DBH^2"
697,T,"PICO","Pinus contorta","Lodgepole Pine",AFT,R,M,T,SPA,"Sapwood cross-sectional area",,,cm^2,,"",,,,,"",,,,"Total all-sided foliage area",,,cm^2,419000.000000000,2380.000000000,,,"AFT = 419000 + 2380*SPA"
698,T,"PICO","Pinus contorta","Lodgepole Pine",AFT,R,M,T,SPA,"Sapwood cross-sectional area",,,cm^2,,"",,,,,"",,,,"Total all-sided foliage area",,,cm^2,322000.000000000,2630.000000000,,,"AFT = 322000 + 2630*SPA"
699,T,"PICO","Pinus contorta","Lodgepole Pine",AFT,R,M,T,SPA,"Sapwood cross-sectional area",,,cm^2,,"",,,,,"",,,,"Total all-sided foliage area",,,cm^2,-6700.000000000,3000.000000000,,,"AFT = -6700 + 3000*SPA"
700,T,"PICO","Pinus contorta","Lodgepole Pine",AFT,R,M,T,SPA,"Sapwood cross-sectional area",,,cm^2,,"",,,,,"",,,,"Total all-sided foliage area",,,cm^2,-800.000000000,1980.000000000,,,"AFT = -800 + 1980*SPA"
701,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BFT,E,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.300,38.700,cm,,"",,,,,"",,,,"Total foliage biomass",560.00,48300.00,g,3.375000000,1.992000000,,,"ln(BFT) = 3.3750 + 1.992*ln(DBH)"
702,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BBL,E,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.300,38.700,cm,HT,"Total height",311.000,2063.000,cm,,"",,,,"Live branch biomass",800.00,150000.00,g,-1.999474000,1.517700000,1.042400000,,"ln(BBL) = -1.999474 + 1.5177*ln(DBH) + 1.0424*ln(HT)"
703,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BBL,E,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.300,38.700,cm,,"",,,,,"",,,,"Live branch biomass",800.00,150000.00,g,2.333300000,2.464500000,,,"ln(BBL) = 2.3333 + 2.4645*ln(DBH)"
704,T,"PIPO","Pinus ponderosa","Ponderosa Pine",VSB,E,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.300,38.700,cm,HT,"Total height",311.000,2063.000,cm,,"",,,,"Stem bark volume",,,cm^3,1.687406000,2.087900000,0.379900000,,"ln(VSB) = 1.687406 +2.0879*ln(DBH) +0.3799*ln(HT)"
705,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BSB,E,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.300,38.700,cm,HT,"Total height",311.000,2063.000,cm,,"",,,,"Stem bark biomass",,,g,-0.663794000,1.340770000,0.856700000,,"ln(BSB) = -0.663794 + 1.34077*ln(DBH) +0.8567*ln(HT)"
706,T,"PIPO","Pinus ponderosa","Ponderosa Pine",BAT,E,Y,T,DBH,"Diameter at breast height (at 1.37 m)",5.300,38.700,cm,HT,"Total height",311.000,2063.000,cm,,"",,,,"Total aboveground biomass",,,g,0.409424000,1.581200000,0.903600000,,"ln(BAT) = 0.409424 +1.5812*ln(DBH) +0.9036*ln(HT)"
707,T,"ABMAS","Abies magnifica var. shas","Red Fir",VSW,C,M,T,DBH,"Diameter at breast height (at 1.37 m)",17.780,63.500,cm,HT,"Total tree height",,,cm,,"",,,,"Stem wood volume",,,cm^3,0.000000000,0.229550000,11.272093000,0.000000319,"VSW = 0.22955*DBH^2*HT +11.272093*DBH^2 +3.193E-07*DBH*HT^3"
708,T,"ABCO","Abies concolor","White Fir",VSW,C,M,T,DBH,"Diameter at breast height (at 1.37 m)",17.780,63.500,cm,HT,"Total tree height",,,cm,,"",,,,"Stem wood volume",,,cm^3,0.000000000,0.229550000,11.272093000,0.000000319,"VSW = 0.0 + 0.22955*DBH^2*HT + 11.272093*DBH^2 + 3.193E-07*DBH*HT^3"
709,T,"ABGR","Abies grandis","Grand Fir",VSW,R,M,T,DBH,"Diameter at breast height (at 1.37 m)",17.780,58.420,cm,HT,"Total tree height",,,cm,,"",,,,"Stem wood volume",,,cm^3,0.000000000,0.269461000,94.690496000,0.000000297,"VSW = 0.269461*DBH^2*HT +94.690496*DBH^2 +2.972E-07*DBH*HT^3"
710,T,"JUSC","Juniperus scopulorum","Rocky Mt Juniper",VAE,R,G,T,DBA,"Diameter at root collar",10.160,88.900,cm,HT,"Total height",121.900,914.400,cm,,"",,,,"Volume, aboveground, live and dead wood plus bark",,,cm^3,0.408326000,1.030808000,0.867417000,0.243308000,"VAE = 0.408326 +1.030808*(DBA^2*HT)^(1/3) +0.867417*(DBA^2*HT)^(2/3) +0.243308*DBA^2*HT"
711,T,"JUOC","Juniperus occidentalis","Western Juniper",VAE,R,G,T,DBA,"Diameter at root collar",10.160,127.000,cm,HT,"Total height",182.900,1524.000,cm,,"",,,,"Volume, aboveground, live and dead wood plus bark",,,cm^3,-49.407680000,26.564545000,-4.760900000,0.284416000,"VAE = -49.40768 +26.564545*(DBA^2*HT)^(1/3) -4.7609*(DBA^2*HT)^(2/3) +0.284416*DBA^2*HT"
712,T,"JUOC","Juniperus occidentalis","Western Juniper",VAE,R,G,T,DBA,"Diameter at root collar",10.160,101.600,cm,HT,"Total height",182.900,1067.000,cm,,"",,,,"Volume, aboveground, live and dead wood plus bark",,,cm^3,-303.495700000,89.099318000,-8.719167000,0.284416000,"VAE=-303.4957 +89.099318*(DBA^2*HT)^(1/3) -8.719167*(DBA^2*HT)^(2/3) +0.284416*DBA^2*HT"
713,T,"JUOC","Juniperus occidentalis","Western Juniper",VSW,E,G,T,DBH,"Diameter at breast height (at 1.37 m)",12.700,77.220,cm,HT,"Total height",609.600,1829.000,cm,,"",,,,"Stem wood volume (including top and stump)",,,cm3,0.785398000,0.307000000,0.000028215,-0.001457000,"VSW = 0.785398*DBH^2 * [0.307+2.8215E-05*HT-0.001457*DBH*HT/ (HT-137.16)] * HT^3/(HT-137.16)^2"
714,T,"POTR","Populus tremuloides","Quaking Aspen",BSW,R,Y,T,DBH,"Diameter at breast height (at 1.37 m)",2.000,31.500,cm,HT,"Total height",124.900,2774.000,cm,,"",,,,"Stem wood biomass (to 2 cm top)",230.00,370000.00,g,-1.707030000,0.979867000,,,"ln(BSW) = -1.70703 + 0.979867*ln(DBH^2*HT)"
715,T,"POTR","Populus tremuloides","Quaking Aspen",BST,R,Y,T,DBH,"Diameter at breast height (at 1.37 m)",2.000,31.500,cm,HT,"Total height",124.900,2774.000,cm,,"",,,,"Total stem biomass (to 2 cm top)",330.00,450000.00,g,-1.169210000,0.955453000,,,"ln(BST) = -1.16921 + 0.955453*ln(DBH^2*HT)"
716,T,"POTR","Populus tremuloides","Quaking Aspen",BAE,R,Y,T,DBH,"Diameter at breast height (at 1.37 m)",2.000,31.500,cm,HT,"Total height",124.900,2774.000,cm,,"",,,,"Biomass, aboveground, live & dead wood plus bark",520.00,550000.00,g,-0.896670000,0.942525000,,,"ln(BAE) = -0.89667 + 0.942525*ln(DBH^2*HT)"
717,T,"POTR","Populus tremuloides","Quaking Aspen",BCL,R,Y,T,DBH,"Diameter at breast height (at 1.37 m)",2.000,31.500,cm,HT,"Total height",124.900,2774.000,cm,,"",,,,"Live crown biomass",140.00,110000.00,g,-1.774760000,0.848092000,,,"ln(BCL) = -1.77476 + 0.848092*ln(DBH^2*HT)"
718,T,"POTR","Populus tremuloides","Quaking Aspen",BAT,R,Y,T,DBH,"Diameter at breast height (at 1.37 m)",2.000,31.500,cm,HT,"Total height",124.900,2774.000,cm,,"",,,,"Total aboveground biomass",570.00,560000.00,g,-0.803190000,0.936736000,,,"ln(BAT) = -0.80319 + 0.936736*ln(DBH^2*HT)"
719,T,"POTR","Populus tremuloides","Quaking Aspen",BSB,R,Y,T,DBH,"Diameter at breast height (at 1.37 m)",2.000,31.500,cm,HT,"Total height",124.900,2774.000,cm,,"",,,,"Stem bark biomass (to 2 cm top)",,,g,-1.169210000,0.955453000,-1.707030000,0.979867000,"BSB = Exp[-1.16921 +0.955453*ln(DBH^2*HT)]                               -     Exp[-1.70703 +0.979867*ln(DBH^2*HT)]"
720,S,"SYAL","Symphoricarpos albus","Snowberry",BFT,R,G,S,DBA,"Stem basal diameter",0.200,1.200,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,1.848000000,1.721000000,,,"ln(BFT) = 1.848 + 1.721 * ln(DBA)"
721,S,"ROSA","Rosa spp.","Rose",BFT,R,G,S,DBA,"Stem basal diameter",0.200,1.200,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.023000000,2.112000000,,,"ln(BFT) = 2.023 + 2.112 * ln(DBA)"
722,S,"VASC","Vaccinium scoparium","Grouse Whortleberry",BFT,R,G,S,DBA,"Stem basal diameter",0.300,0.700,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,0.513000000,1.567000000,,,"ln(BFT) = 0.513 + 1.567 * ln(DBA)"
723,S,"VAGL","Vaccinium globulare Rydb.","Blue Hucklberry",BFT,R,G,S,DBA,"Stem basal diameter",0.300,1.700,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,1.480000000,2.537000000,,,"ln(BFT) = 1.480 + 2.537 * ln(DBA)"
724,S,"RIBES","Ribes spp.","Gooseberry",BFT,R,G,S,DBA,"Stem basal diameter",0.400,1.400,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.164000000,2.538000000,,,"ln(BFT) = 2.164 + 2.538 * ln(DBA)"
725,S,"SPBE","Spirea betulifolia","White Spirea",BFT,R,G,S,DBA,"Stem basal diameter",0.200,0.800,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.410000000,2.281000000,,,"ln(BFT) = 2.410 + 2.281 * ln(DBA)"
726,S,"BERE","Berberis repens","Oregon Grape",BFT,R,G,S,DBA,"Stem basal diameter",0.300,0.900,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.101000000,1.586000000,,,"ln(BFT) = 2.101 + 1.586 * ln(DBA)"
727,S,"RUPA","Rubus parviflorus","Thimbleberry",BFT,R,G,S,DBA,"Stem basal diameter",0.300,1.400,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.497000000,2.024000000,,,"ln(BFT) = 2.497 + 2.024 * ln(DBA)"
728,S,"RUID","Rubus idaeus","Red Raspberry",BFT,R,G,S,DBA,"Stem basal diameter",0.300,0.900,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.912000000,2.932000000,,,"ln(BFT) = 2.912 + 2.932 * ln(DBA)"
729,S,"PHMA","Physocarpus malvaceus","Ninebark",BFT,R,G,S,DBA,"Stem basal diameter",0.400,3.800,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.275000000,2.036000000,,,"ln(BFT) = 2.275 + 2.036 * ln(DBA)"
730,S,"MEFE","Menziensia ferruginea","Smooth Menziensia",BFT,R,G,S,DBA,"Stem basal diameter",0.400,2.100,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,0.661000000,2.263000000,,,"ln(BFT) = 0.661 + 2.263 * ln(DBA)"
731,S,"LOUT","Lonicera utahensis","Utah Honeysuckle",BFT,R,G,S,DBA,"Stem basal diameter",0.300,1.700,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.002000000,2.158000000,,,"ln(BFT) = 2.002 + 2.158 * ln(DBA)"
732,S,"PUTR","Purshia tridentata","Antelope Bitterbrush",BAT,E,Y,S,DBA,"Stem basal diameter (at ground level)",0.300,6.900,cm,,"",,,,,"",,,,"Total aboveground biomass",0.60,3827.00,g,3.692000000,2.559600000,,,"ln(BAT) = 3.6920 + 2.5596 * ln(DBA)"
733,S,"PUTR","Purshia tridentata","Antelope Bitterbrush",BFT,E,Y,S,DBA,"Stem basal diameter (at ground level)",0.300,6.900,cm,,"",,,,,"",,,,"Foliage biomass",0.40,28.00,g,0.183400000,1.399900000,,,"ln(BFT) = 0.1834 + 1.3999 * ln(DBA)"
734,S,"PUTR","Purshia tridentata","Antelope Bitterbrush",BST,E,Y,S,DBA,"Stem basal diameter (at ground level)",0.300,6.900,cm,,"",,,,,"",,,,"Stem biomass",0.20,2483.00,g,3.270200000,2.548500000,,,"ln(BST) = 3.2702 + 2.5485 * ln(DBA)"
735,S,"ARPA","Arctostaphylos patula","Grnlf Manzanita",BAL,E,Y,S,DBA,"Stem basal diameter (at ground)",0.400,11.500,cm,,"",,,,,"",,,,"Aboveground live biomass",0.60,7065.00,g,3.291800000,2.636900000,,,"ln(BAL) =  3.2918 + 2.6369*ln(DBA)"
736,S,"ARPA","Arctostaphylos patula","Grnlf Manzanita",BAT,E,Y,S,DBA,"Stem basal diameter (at ground)",0.400,11.500,cm,,"",,,,,"",,,,"Total aboveground biomass",0.60,7495.00,g,3.318600000,2.684600000,,,"ln(BAT) =  3.3186 + 2.6846*ln(DBA)"
737,S,"ARPA","Arctostaphylos patula","Grnlf Manzanita",BFT,E,Y,S,DBA,"Stem basal diameter (at ground)",0.400,11.500,cm,,"",,,,,"",,,,"Foliage biomass",0.30,930.00,g,0.982800000,2.285800000,,,"ln(BFT) = 0.9828 + 2.2858*ln(DBA)"
738,S,"ARPA","Arctostaphylos patula","Grnlf Manzanita",BST,E,Y,S,DBA,"Stem basal diameter (at ground)",0.400,11.500,cm,,"",,,,,"",,,,"Stem biomass",0.20,5682.00,g,2.826800000,2.796700000,,,"ln(BST) = 2.8268 + 2.7967*ln(DBA)"
739,S,"CEVE","Ceanothus velutinus","Snowbrush Ceanothus",BAL,E,Y,S,DBA,"Stem basal diameter (below all branches)",0.300,11.700,cm,,"",,,,,"",,,,"Aboveground live biomass",1.00,4045.00,g,3.320600000,2.157500000,,,"ln(BAL) = 3.3206 + 2.1575*ln(DBA)"
740,S,"CEVE","Ceanothus velutinus","Snowbrush Ceanothus",BAT,E,Y,S,DBA,"Stem basal diameter (below all branches)",0.300,11.700,cm,,"",,,,,"",,,,"Total aboveground biomass",1.00,5677.00,g,3.524700000,2.204300000,,,"ln(BAT) =  3.5247 + 2.2043*ln(DBA)"
741,S,"CEVE","Ceanothus velutinus","Snowbrush Ceanothus",BFT,E,Y,S,DBA,"Stem basal diameter (below all branches)",0.300,11.700,cm,,"",,,,,"",,,,"Foliage biomass",0.70,392.00,g,1.782000000,1.666900000,,,"ln(BFT) =  1.7820 + 1.6669*ln(DBA)"
742,S,"CEVE","Ceanothus velutinus","Snowbrush Ceanothus",BST,E,Y,S,DBA,"Stem basal diameter (below all branches)",0.300,11.700,cm,,"",,,,,"",,,,"Total stem biomass",0.20,3797.00,g,2.840200000,2.373600000,,,"ln(BST) =  2.8402 + 2.3736*ln(DBA)"
743,S,"VASC","Vaccinium scoparium","Grouse Whortleberry",BAT,R,Y,S,COV,"Percent ground cover",,,%,HT,"Height",,,cm,,"",,,,"Total aboveground biomass",,,g,-13.622800000,0.854980000,,,"BAT = -13.6228 + 0.85498 * COV * HT"
744,S,"ARUV","Arctostaphylos uva-ursi","Kinnikinnick",BAT,R,Y,S,COV,"Percent ground cover",,,%,,"",,,,,"",,,,"Total aboveground biomass",,,g,0.000000000,2.642170000,0.909040000,,"BAT = 0 + 2.64217 * COV + 0.90904 * COV^2"
745,S,"RUPA","Rubus parviflorus","Thimbleberry",BAT,R,G,S,DBA,"Stem basal diameter",0.300,1.400,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,3.469000000,2.538000000,,,"ln(BAT) = 3.469 + 2.538 * ln(DBA)"
746,S,"RUID","Rubus idaeus","Red Raspberry",BAT,R,G,S,DBA,"Stem basal diameter",0.300,0.900,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,3.784000000,2.860000000,,,"ln(BAT) = 3.784 + 2.860 * ln(DBA)"
747,S,"PHMA","Physocarpus malvaceus","Ninebark",BAT,R,G,S,DBA,"Stem basal diameter",0.400,3.800,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,3.370000000,2.576000000,,,"ln(BAT) = 3.370 + 2.576 * ln(DBA)"
748,S,"MEFE","Menziensia ferruginea","Smooth Menz.",BAT,R,G,S,DBA,"Stem basal diameter",0.400,2.100,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,3.073000000,3.150000000,,,"ln(BAT) = 3.073 + 3.150 * ln(DBA)"
749,S,"LOUT","Lonicera utahensis","Utah Honeysuckle",BAT,R,G,S,DBA,"Stem basal diameter",0.300,1.700,cm,,"",,,,,"",,,,"Total aboveground biomass",,,g,3.768000000,2.957000000,,,"ln(BAT) = 3.768 + 2.957 * ln(DBA)"
750,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BAT,C,Y,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,26.100,cm,,"",,,,,"",,,,"Biomass aboveground total (without dead branches)",,,g,4.782400000,2.298500000,,,"ln(BAT) = 4.7824 + 2.2985 * ln(DBH)"
751,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BST,C,Y,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,26.100,cm,,"",,,,,"",,,,"Biomass stem total",,,g,4.578800000,2.262100000,,,"ln(BST) = 4.5788 + 2.2621 * ln(DBH)"
752,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BCL,C,Y,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,26.100,cm,,"",,,,,"",,,,"Biomass, crown, live (without dead branches)",,,g,3.147400000,2.405900000,,,"ln(BCL) = 3.1474 + 2.4059 * ln(DBH)"
753,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BSW,C,Y,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,26.100,cm,,"",,,,,"",,,,"Biomass stem wood",,,g,4.432800000,2.269100000,,,"ln(BSW) = 4.4328 + 2.2691 * ln(DBH)"
754,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BSB,C,Y,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,26.100,cm,,"",,,,,"",,,,"Biomass stem bark",,,g,2.587600000,2.212400000,,,"ln(BSB) = 2.5876 + 2.2124 * ln(DBH)"
755,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BBL,C,Y,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,26.100,cm,,"",,,,,"",,,,"Biomass branches live",,,g,2.486300000,2.439100000,,,"ln(BBL) = 2.4863 + 2.4391 * ln(DBH)"
756,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BFT,C,Y,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,26.100,cm,,"",,,,,"",,,,"Biomass foliage total",,,g,2.438000000,2.360300000,,,"ln(BFT) = 2.4380 + 2.3603 * ln(DBH)"
757,T,"PSME","Pseudotsuga menziesii","Douglas Fir",PFT,C,Y,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,26.100,cm,,"",,,,,"",,,,"Projected area, foliage, total",,,cm2,7.052500000,2.182700000,,,"ln(PFT) = 7.0525 + 2.1827 * ln(DBH)"
758,T,"PSME","Pseudotsuga menziesii","Douglas Fir",PFT,C,Y,T,SPA,"Sapwood cros-sectional area at breast height",43.200,309.700,cm2,,"",,,,,"",,,,"Projected area, foliage, total",,,cm2,7.821600000,1.116000000,,,"ln(PFT) = 7.8216 + 1.1160 * ln(SPA)"
759,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BAT,C,Y,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,26.100,cm,HT,"Height",990.000,1840.000,cm,,"",,,,"Biomass aboveground total (without dead branches)",,,g,-0.648400000,1.848000000,0.924000000,,"ln(BAT) = -0.6484 + 1.848 * ln(DBH) + 0.924 *  ln(HT)"
760,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BST,C,Y,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,26.100,cm,HT,"Height",990.000,1840.000,cm,,"",,,,"Biomass stem total",,,g,-0.842000000,1.830000000,0.915000000,,"ln(BST) = -0.8420 + 1.83 * ln(DBH) + 0.915 * ln (HT)"
761,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BCL,C,Y,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,26.100,cm,HT,"Height",990.000,1840.000,cm,,"",,,,"Biomass, crown, live (without dead branches)",,,g,-2.345800000,1.902000000,0.951000000,,"ln(BCL) = -2.3458 + 1.902 * ln(DBH) + 0.951 * ln(HT)"
762,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BSW,C,Y,T,DBH,"Diameter at breast height (at 1.37 m)",8.900,26.100,cm,HT,"Height",990.000,1840.000,cm,,"",,,,"Biomass stem wood",,,g,-1.016400000,1.838000000,0.919000000,,"ln(BSW) = -1.0164 + 1.838 * ln(DBH) + 0.919 * ln(HT)"
